;DATASET;MODEL;MODEL_INDEX;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY_FACTOR;PAST_HISTORY;BATCH_SIZE;EPOCHS;STEPS;OPTIMIZER;LEARNING_RATE;NORMALIZATION;TEST_TIME;TRAINING_TIME;mse;rmse;mae;wape;mape;LOSS;VAL_LOSS
69;supply;lr;0;(False, True, False);168;1.0;168;;;;Adam;;minmax;0.071549654006958;1.360414981842041;2014099.125;1165.3577880859375;914.4302368164062;0.0648255410481274;0.0689733773469924;;
70;supply;rf;0;(300, 10, 2, 3);168;0.14286;24;;;;Adam;;minmax;0.3890585899353027;17.686525583267212;1878323.2599330824;1140.670955621703;925.6115776967548;0.0635993226149288;0.0672815992026351;;
71;supply;rf;0;(300, 10, 2, 3);168;0.28572;48;;;;Adam;;minmax;0.370969295501709;32.80900287628174;1820957.2160415903;1127.5811015768563;914.5916890011628;0.0628638855676347;0.0665717298811573;;
72;supply;rf;0;(300, 10, 2, 3);168;0.42858;72;;;;Adam;;minmax;0.3565833568572998;49.17223858833313;1822555.116832202;1129.5429037294343;916.7100902998754;0.0630069009488377;0.0667282316086757;;
73;supply;rf;0;(300, 10, 2, 3);168;0.571429;96;;;;Adam;;minmax;0.3770408630371094;65.76052260398865;1834655.6434126743;1135.4553375094636;921.1788055877444;0.0633139554626949;0.0670622679962266;;
74;supply;rf;0;(300, 10, 2, 3);168;0.714286;120;;;;Adam;;minmax;0.4324390888214111;81.61056208610535;1850609.3530759013;1141.128001106801;926.166676187854;0.0636614560310174;0.0674528098864648;;
75;supply;rf;0;(300, 10, 2, 3);168;0.857143;144;;;;Adam;;minmax;0.3899707794189453;91.34434723854064;1887854.5753675671;1153.3777071547927;936.6010308183598;0.0643982620394978;0.0682404008787009;;
76;supply;rf;0;(300, 10, 2, 3);168;1.0;168;;;;Adam;;minmax;0.3498704433441162;109.54203653335573;1922642.2085845363;1164.195937266422;946.478029446725;0.0651139669010661;0.0689807870865678;;
77;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);168;0.14286;24;;;;Adam;;minmax;0.4949512481689453;25759.530814647675;1898801.125;1107.07666015625;875.2318725585938;0.0586584243040301;0.0616135857999324;;
78;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);168;0.28572;48;;;;Adam;;minmax;0.3319668769836426;9850.154594898224;2020675.625;1131.595947265625;894.0466918945312;0.0596450324736759;0.0625607371330261;;
79;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);168;0.42858;72;;;;Adam;;minmax;0.3173336982727051;362.6766800880432;2172103.0;1173.0072021484375;935.8090209960938;0.0619123935576021;0.0647258087992668;;
80;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);168;0.571429;96;;;;Adam;;minmax;0.3522007465362549;378.8108060359955;2364242.25;1225.9317626953125;991.7233276367188;0.0651350674672442;0.0678649768233299;;
81;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);168;0.714286;120;;;;Adam;;minmax;0.3258676528930664;386.3458545207977;2537484.25;1276.7171630859375;1048.054931640625;0.0685116271926869;0.0711546465754509;;
82;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);168;0.857143;144;;;;Adam;;minmax;0.3603971004486084;508.35026025772095;2694297.25;1323.6632080078125;1097.9996337890625;0.0716408176147502;0.0742488726973533;;
83;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);168;1.0;168;;;;Adam;;minmax;0.35212063789367676;525.1653950214386;2802252.25;1359.8900146484375;1132.75244140625;0.07396101702740654;0.07654315233230591;;
